template_idx,ante,ante_type,pronoun_family,template
2,kerry,ante_nongendered,ey,kerry is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,kerry,ante_nongendered,fae,kerry is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,payton,ante_nongendered,he,payton is a singer-songwriter-producer based in boston and his debut album was released in march.
2,payton,ante_nongendered,she,payton is a singer-songwriter-producer based in boston and her debut album was released in march.
2,payton,ante_nongendered,they,payton is a singer-songwriter-producer based in boston and their debut album was released in march.
2,payton,ante_nongendered,xe,payton is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,payton,ante_nongendered,ey,payton is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,payton,ante_nongendered,fae,payton is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,skyler,ante_nongendered,he,skyler is a singer-songwriter-producer based in boston and his debut album was released in march.
2,skyler,ante_nongendered,she,skyler is a singer-songwriter-producer based in boston and her debut album was released in march.
2,skyler,ante_nongendered,they,skyler is a singer-songwriter-producer based in boston and their debut album was released in march.
2,skyler,ante_nongendered,xe,skyler is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,skyler,ante_nongendered,ey,skyler is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,skyler,ante_nongendered,fae,skyler is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,pat,ante_nongendered,he,pat is a singer-songwriter-producer based in boston and his debut album was released in march.
2,pat,ante_nongendered,she,pat is a singer-songwriter-producer based in boston and her debut album was released in march.
2,pat,ante_nongendered,they,pat is a singer-songwriter-producer based in boston and their debut album was released in march.
2,pat,ante_nongendered,xe,pat is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,pat,ante_nongendered,ey,pat is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,pat,ante_nongendered,fae,pat is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,olivia,ante_gendered_female,he,olivia is a singer-songwriter-producer based in boston and his debut album was released in march.
2,olivia,ante_gendered_female,she,olivia is a singer-songwriter-producer based in boston and her debut album was released in march.
2,olivia,ante_gendered_female,they,olivia is a singer-songwriter-producer based in boston and their debut album was released in march.
2,olivia,ante_gendered_female,xe,olivia is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,olivia,ante_gendered_female,ey,olivia is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,olivia,ante_gendered_female,fae,olivia is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,emma,ante_gendered_female,he,emma is a singer-songwriter-producer based in boston and his debut album was released in march.
2,emma,ante_gendered_female,she,emma is a singer-songwriter-producer based in boston and her debut album was released in march.
2,emma,ante_gendered_female,they,emma is a singer-songwriter-producer based in boston and their debut album was released in march.
2,emma,ante_gendered_female,xe,emma is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,emma,ante_gendered_female,ey,emma is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,emma,ante_gendered_female,fae,emma is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,charlotte,ante_gendered_female,he,charlotte is a singer-songwriter-producer based in boston and his debut album was released in march.
2,charlotte,ante_gendered_female,she,charlotte is a singer-songwriter-producer based in boston and her debut album was released in march.
2,charlotte,ante_gendered_female,they,charlotte is a singer-songwriter-producer based in boston and their debut album was released in march.
2,charlotte,ante_gendered_female,xe,charlotte is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,charlotte,ante_gendered_female,ey,charlotte is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,charlotte,ante_gendered_female,fae,charlotte is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,amelia,ante_gendered_female,he,amelia is a singer-songwriter-producer based in boston and his debut album was released in march.
2,amelia,ante_gendered_female,she,amelia is a singer-songwriter-producer based in boston and her debut album was released in march.
2,amelia,ante_gendered_female,they,amelia is a singer-songwriter-producer based in boston and their debut album was released in march.
2,amelia,ante_gendered_female,xe,amelia is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,amelia,ante_gendered_female,ey,amelia is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,amelia,ante_gendered_female,fae,amelia is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,ava,ante_gendered_female,he,ava is a singer-songwriter-producer based in boston and his debut album was released in march.
2,ava,ante_gendered_female,she,ava is a singer-songwriter-producer based in boston and her debut album was released in march.
2,ava,ante_gendered_female,they,ava is a singer-songwriter-producer based in boston and their debut album was released in march.
2,ava,ante_gendered_female,xe,ava is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,ava,ante_gendered_female,ey,ava is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,ava,ante_gendered_female,fae,ava is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,sophia,ante_gendered_female,he,sophia is a singer-songwriter-producer based in boston and his debut album was released in march.
2,sophia,ante_gendered_female,she,sophia is a singer-songwriter-producer based in boston and her debut album was released in march.
2,sophia,ante_gendered_female,they,sophia is a singer-songwriter-producer based in boston and their debut album was released in march.
2,sophia,ante_gendered_female,xe,sophia is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,sophia,ante_gendered_female,ey,sophia is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,sophia,ante_gendered_female,fae,sophia is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,isabella,ante_gendered_female,he,isabella is a singer-songwriter-producer based in boston and his debut album was released in march.
2,isabella,ante_gendered_female,she,isabella is a singer-songwriter-producer based in boston and her debut album was released in march.
2,isabella,ante_gendered_female,they,isabella is a singer-songwriter-producer based in boston and their debut album was released in march.
2,isabella,ante_gendered_female,xe,isabella is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,isabella,ante_gendered_female,ey,isabella is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,isabella,ante_gendered_female,fae,isabella is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,mia,ante_gendered_female,he,mia is a singer-songwriter-producer based in boston and his debut album was released in march.
2,mia,ante_gendered_female,she,mia is a singer-songwriter-producer based in boston and her debut album was released in march.
2,mia,ante_gendered_female,they,mia is a singer-songwriter-producer based in boston and their debut album was released in march.
2,mia,ante_gendered_female,xe,mia is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,mia,ante_gendered_female,ey,mia is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,mia,ante_gendered_female,fae,mia is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,evelyn,ante_gendered_female,he,evelyn is a singer-songwriter-producer based in boston and his debut album was released in march.
2,evelyn,ante_gendered_female,she,evelyn is a singer-songwriter-producer based in boston and her debut album was released in march.
2,evelyn,ante_gendered_female,they,evelyn is a singer-songwriter-producer based in boston and their debut album was released in march.
2,evelyn,ante_gendered_female,xe,evelyn is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,evelyn,ante_gendered_female,ey,evelyn is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,evelyn,ante_gendered_female,fae,evelyn is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,harper,ante_gendered_female,he,harper is a singer-songwriter-producer based in boston and his debut album was released in march.
2,harper,ante_gendered_female,she,harper is a singer-songwriter-producer based in boston and her debut album was released in march.
2,harper,ante_gendered_female,they,harper is a singer-songwriter-producer based in boston and their debut album was released in march.
2,harper,ante_gendered_female,xe,harper is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,harper,ante_gendered_female,ey,harper is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,harper,ante_gendered_female,fae,harper is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,liam,ante_gendered_male,he,liam is a singer-songwriter-producer based in boston and his debut album was released in march.
2,liam,ante_gendered_male,she,liam is a singer-songwriter-producer based in boston and her debut album was released in march.
2,liam,ante_gendered_male,they,liam is a singer-songwriter-producer based in boston and their debut album was released in march.
2,liam,ante_gendered_male,xe,liam is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,liam,ante_gendered_male,ey,liam is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,liam,ante_gendered_male,fae,liam is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,noah,ante_gendered_male,he,noah is a singer-songwriter-producer based in boston and his debut album was released in march.
2,noah,ante_gendered_male,she,noah is a singer-songwriter-producer based in boston and her debut album was released in march.
2,noah,ante_gendered_male,they,noah is a singer-songwriter-producer based in boston and their debut album was released in march.
2,noah,ante_gendered_male,xe,noah is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,noah,ante_gendered_male,ey,noah is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,noah,ante_gendered_male,fae,noah is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,oliver,ante_gendered_male,he,oliver is a singer-songwriter-producer based in boston and his debut album was released in march.
2,oliver,ante_gendered_male,she,oliver is a singer-songwriter-producer based in boston and her debut album was released in march.
2,oliver,ante_gendered_male,they,oliver is a singer-songwriter-producer based in boston and their debut album was released in march.
2,oliver,ante_gendered_male,xe,oliver is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,oliver,ante_gendered_male,ey,oliver is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,oliver,ante_gendered_male,fae,oliver is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,elijah,ante_gendered_male,he,elijah is a singer-songwriter-producer based in boston and his debut album was released in march.
2,elijah,ante_gendered_male,she,elijah is a singer-songwriter-producer based in boston and her debut album was released in march.
2,elijah,ante_gendered_male,they,elijah is a singer-songwriter-producer based in boston and their debut album was released in march.
2,elijah,ante_gendered_male,xe,elijah is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,elijah,ante_gendered_male,ey,elijah is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,elijah,ante_gendered_male,fae,elijah is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,james,ante_gendered_male,he,james is a singer-songwriter-producer based in boston and his debut album was released in march.
2,james,ante_gendered_male,she,james is a singer-songwriter-producer based in boston and her debut album was released in march.
2,james,ante_gendered_male,they,james is a singer-songwriter-producer based in boston and their debut album was released in march.
2,james,ante_gendered_male,xe,james is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,james,ante_gendered_male,ey,james is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,james,ante_gendered_male,fae,james is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,william,ante_gendered_male,he,william is a singer-songwriter-producer based in boston and his debut album was released in march.
2,william,ante_gendered_male,she,william is a singer-songwriter-producer based in boston and her debut album was released in march.
2,william,ante_gendered_male,they,william is a singer-songwriter-producer based in boston and their debut album was released in march.
2,william,ante_gendered_male,xe,william is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,william,ante_gendered_male,ey,william is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,william,ante_gendered_male,fae,william is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,benjamin,ante_gendered_male,he,benjamin is a singer-songwriter-producer based in boston and his debut album was released in march.
2,benjamin,ante_gendered_male,she,benjamin is a singer-songwriter-producer based in boston and her debut album was released in march.
2,benjamin,ante_gendered_male,they,benjamin is a singer-songwriter-producer based in boston and their debut album was released in march.
2,benjamin,ante_gendered_male,xe,benjamin is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,benjamin,ante_gendered_male,ey,benjamin is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,benjamin,ante_gendered_male,fae,benjamin is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,lucas,ante_gendered_male,he,lucas is a singer-songwriter-producer based in boston and his debut album was released in march.
2,lucas,ante_gendered_male,she,lucas is a singer-songwriter-producer based in boston and her debut album was released in march.
2,lucas,ante_gendered_male,they,lucas is a singer-songwriter-producer based in boston and their debut album was released in march.
2,lucas,ante_gendered_male,xe,lucas is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,lucas,ante_gendered_male,ey,lucas is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,lucas,ante_gendered_male,fae,lucas is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,henry,ante_gendered_male,he,henry is a singer-songwriter-producer based in boston and his debut album was released in march.
2,henry,ante_gendered_male,she,henry is a singer-songwriter-producer based in boston and her debut album was released in march.
2,henry,ante_gendered_male,they,henry is a singer-songwriter-producer based in boston and their debut album was released in march.
2,henry,ante_gendered_male,xe,henry is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,henry,ante_gendered_male,ey,henry is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,henry,ante_gendered_male,fae,henry is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,theodore,ante_gendered_male,he,theodore is a singer-songwriter-producer based in boston and his debut album was released in march.
2,theodore,ante_gendered_male,she,theodore is a singer-songwriter-producer based in boston and her debut album was released in march.
2,theodore,ante_gendered_male,they,theodore is a singer-songwriter-producer based in boston and their debut album was released in march.
2,theodore,ante_gendered_male,xe,theodore is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,theodore,ante_gendered_male,ey,theodore is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,theodore,ante_gendered_male,fae,theodore is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the math teacher at my school,distal,he,the math teacher at my school is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the math teacher at my school,distal,she,the math teacher at my school is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the math teacher at my school,distal,they,the math teacher at my school is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the math teacher at my school,distal,xe,the math teacher at my school is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the math teacher at my school,distal,ey,the math teacher at my school is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the math teacher at my school,distal,fae,the math teacher at my school is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the spectator at my baseball game,distal,he,the spectator at my baseball game is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the spectator at my baseball game,distal,she,the spectator at my baseball game is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the spectator at my baseball game,distal,they,the spectator at my baseball game is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the spectator at my baseball game,distal,xe,the spectator at my baseball game is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the spectator at my baseball game,distal,ey,the spectator at my baseball game is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the spectator at my baseball game,distal,fae,the spectator at my baseball game is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the meteorologist at my lab,distal,he,the meteorologist at my lab is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the meteorologist at my lab,distal,she,the meteorologist at my lab is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the meteorologist at my lab,distal,they,the meteorologist at my lab is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the meteorologist at my lab,distal,xe,the meteorologist at my lab is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the meteorologist at my lab,distal,ey,the meteorologist at my lab is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the meteorologist at my lab,distal,fae,the meteorologist at my lab is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the photographer at my event,distal,he,the photographer at my event is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the photographer at my event,distal,she,the photographer at my event is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the photographer at my event,distal,they,the photographer at my event is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the photographer at my event,distal,xe,the photographer at my event is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the photographer at my event,distal,ey,the photographer at my event is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the photographer at my event,distal,fae,the photographer at my event is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the salesperson at my job,distal,he,the salesperson at my job is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the salesperson at my job,distal,she,the salesperson at my job is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the salesperson at my job,distal,they,the salesperson at my job is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the salesperson at my job,distal,xe,the salesperson at my job is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the salesperson at my job,distal,ey,the salesperson at my job is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the salesperson at my job,distal,fae,the salesperson at my job is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the janitor at my school,distal,he,the janitor at my school is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the janitor at my school,distal,she,the janitor at my school is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the janitor at my school,distal,they,the janitor at my school is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the janitor at my school,distal,xe,the janitor at my school is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the janitor at my school,distal,ey,the janitor at my school is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the janitor at my school,distal,fae,the janitor at my school is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the artist at my gallery,distal,he,the artist at my gallery is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the artist at my gallery,distal,she,the artist at my gallery is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the artist at my gallery,distal,they,the artist at my gallery is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the artist at my gallery,distal,xe,the artist at my gallery is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the artist at my gallery,distal,ey,the artist at my gallery is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the artist at my gallery,distal,fae,the artist at my gallery is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the writer for my article,distal,he,the writer for my article is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the writer for my article,distal,she,the writer for my article is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the writer for my article,distal,they,the writer for my article is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the writer for my article,distal,xe,the writer for my article is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the writer for my article,distal,ey,the writer for my article is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the writer for my article,distal,fae,the writer for my article is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the auditor for my piece,distal,he,the auditor for my piece is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the auditor for my piece,distal,she,the auditor for my piece is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the auditor for my piece,distal,they,the auditor for my piece is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the auditor for my piece,distal,xe,the auditor for my piece is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the auditor for my piece,distal,ey,the auditor for my piece is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the auditor for my piece,distal,fae,the auditor for my piece is a singer-songwriter-producer based in boston and faer debut album was released in march.
2,the cellist in my orchestra,distal,he,the cellist in my orchestra is a singer-songwriter-producer based in boston and his debut album was released in march.
2,the cellist in my orchestra,distal,she,the cellist in my orchestra is a singer-songwriter-producer based in boston and her debut album was released in march.
2,the cellist in my orchestra,distal,they,the cellist in my orchestra is a singer-songwriter-producer based in boston and their debut album was released in march.
2,the cellist in my orchestra,distal,xe,the cellist in my orchestra is a singer-songwriter-producer based in boston and xir debut album was released in march.
2,the cellist in my orchestra,distal,ey,the cellist in my orchestra is a singer-songwriter-producer based in boston and eir debut album was released in march.
2,the cellist in my orchestra,distal,fae,the cellist in my orchestra is a singer-songwriter-producer based in boston and faer debut album was released in march.
3,casey,ante_nongendered,he,casey is a writer and he gained some fame for his debut novel.
3,casey,ante_nongendered,she,casey is a writer and she gained some fame for her debut novel.
3,casey,ante_nongendered,they,casey is a writer and they gained some fame for their debut novel.
3,casey,ante_nongendered,xe,casey is a writer and xe gained some fame for xir debut novel.
3,casey,ante_nongendered,ey,casey is a writer and ey gained some fame for eir debut novel.
3,casey,ante_nongendered,fae,casey is a writer and fae gained some fame for faer debut novel.
3,riley,ante_nongendered,he,riley is a writer and he gained some fame for his debut novel.
3,riley,ante_nongendered,she,riley is a writer and she gained some fame for her debut novel.
3,riley,ante_nongendered,they,riley is a writer and they gained some fame for their debut novel.
3,riley,ante_nongendered,xe,riley is a writer and xe gained some fame for xir debut novel.
3,riley,ante_nongendered,ey,riley is a writer and ey gained some fame for eir debut novel.
3,riley,ante_nongendered,fae,riley is a writer and fae gained some fame for faer debut novel.
3,jessie,ante_nongendered,he,jessie is a writer and he gained some fame for his debut novel.
3,jessie,ante_nongendered,she,jessie is a writer and she gained some fame for her debut novel.
3,jessie,ante_nongendered,they,jessie is a writer and they gained some fame for their debut novel.
3,jessie,ante_nongendered,xe,jessie is a writer and xe gained some fame for xir debut novel.
3,jessie,ante_nongendered,ey,jessie is a writer and ey gained some fame for eir debut novel.
3,jessie,ante_nongendered,fae,jessie is a writer and fae gained some fame for faer debut novel.
3,avery,ante_nongendered,he,avery is a writer and he gained some fame for his debut novel.
3,avery,ante_nongendered,she,avery is a writer and she gained some fame for her debut novel.
3,avery,ante_nongendered,they,avery is a writer and they gained some fame for their debut novel.
3,avery,ante_nongendered,xe,avery is a writer and xe gained some fame for xir debut novel.
3,avery,ante_nongendered,ey,avery is a writer and ey gained some fame for eir debut novel.
3,avery,ante_nongendered,fae,avery is a writer and fae gained some fame for faer debut novel.
3,jaime,ante_nongendered,he,jaime is a writer and he gained some fame for his debut novel.
3,jaime,ante_nongendered,she,jaime is a writer and she gained some fame for her debut novel.
3,jaime,ante_nongendered,they,jaime is a writer and they gained some fame for their debut novel.
3,jaime,ante_nongendered,xe,jaime is a writer and xe gained some fame for xir debut novel.
3,jaime,ante_nongendered,ey,jaime is a writer and ey gained some fame for eir debut novel.
3,jaime,ante_nongendered,fae,jaime is a writer and fae gained some fame for faer debut novel.
3,peyton,ante_nongendered,he,peyton is a writer and he gained some fame for his debut novel.
3,peyton,ante_nongendered,she,peyton is a writer and she gained some fame for her debut novel.
3,peyton,ante_nongendered,they,peyton is a writer and they gained some fame for their debut novel.
3,peyton,ante_nongendered,xe,peyton is a writer and xe gained some fame for xir debut novel.
3,peyton,ante_nongendered,ey,peyton is a writer and ey gained some fame for eir debut novel.
3,peyton,ante_nongendered,fae,peyton is a writer and fae gained some fame for faer debut novel.
3,kerry,ante_nongendered,he,kerry is a writer and he gained some fame for his debut novel.
3,kerry,ante_nongendered,she,kerry is a writer and she gained some fame for her debut novel.
3,kerry,ante_nongendered,they,kerry is a writer and they gained some fame for their debut novel.
3,kerry,ante_nongendered,xe,kerry is a writer and xe gained some fame for xir debut novel.
3,kerry,ante_nongendered,ey,kerry is a writer and ey gained some fame for eir debut novel.
3,kerry,ante_nongendered,fae,kerry is a writer and fae gained some fame for faer debut novel.
3,payton,ante_nongendered,he,payton is a writer and he gained some fame for his debut novel.
3,payton,ante_nongendered,she,payton is a writer and she gained some fame for her debut novel.
3,payton,ante_nongendered,they,payton is a writer and they gained some fame for their debut novel.
3,payton,ante_nongendered,xe,payton is a writer and xe gained some fame for xir debut novel.
3,payton,ante_nongendered,ey,payton is a writer and ey gained some fame for eir debut novel.
3,payton,ante_nongendered,fae,payton is a writer and fae gained some fame for faer debut novel.
3,skyler,ante_nongendered,he,skyler is a writer and he gained some fame for his debut novel.
3,skyler,ante_nongendered,she,skyler is a writer and she gained some fame for her debut novel.
3,skyler,ante_nongendered,they,skyler is a writer and they gained some fame for their debut novel.
3,skyler,ante_nongendered,xe,skyler is a writer and xe gained some fame for xir debut novel.
3,skyler,ante_nongendered,ey,skyler is a writer and ey gained some fame for eir debut novel.
3,skyler,ante_nongendered,fae,skyler is a writer and fae gained some fame for faer debut novel.
3,pat,ante_nongendered,he,pat is a writer and he gained some fame for his debut novel.
3,pat,ante_nongendered,she,pat is a writer and she gained some fame for her debut novel.
3,pat,ante_nongendered,they,pat is a writer and they gained some fame for their debut novel.
3,pat,ante_nongendered,xe,pat is a writer and xe gained some fame for xir debut novel.
3,pat,ante_nongendered,ey,pat is a writer and ey gained some fame for eir debut novel.
3,pat,ante_nongendered,fae,pat is a writer and fae gained some fame for faer debut novel.
3,olivia,ante_gendered_female,he,olivia is a writer and he gained some fame for his debut novel.
3,olivia,ante_gendered_female,she,olivia is a writer and she gained some fame for her debut novel.
3,olivia,ante_gendered_female,they,olivia is a writer and they gained some fame for their debut novel.
3,olivia,ante_gendered_female,xe,olivia is a writer and xe gained some fame for xir debut novel.
3,olivia,ante_gendered_female,ey,olivia is a writer and ey gained some fame for eir debut novel.
3,olivia,ante_gendered_female,fae,olivia is a writer and fae gained some fame for faer debut novel.
3,emma,ante_gendered_female,he,emma is a writer and he gained some fame for his debut novel.
3,emma,ante_gendered_female,she,emma is a writer and she gained some fame for her debut novel.
3,emma,ante_gendered_female,they,emma is a writer and they gained some fame for their debut novel.
3,emma,ante_gendered_female,xe,emma is a writer and xe gained some fame for xir debut novel.
3,emma,ante_gendered_female,ey,emma is a writer and ey gained some fame for eir debut novel.
3,emma,ante_gendered_female,fae,emma is a writer and fae gained some fame for faer debut novel.
3,charlotte,ante_gendered_female,he,charlotte is a writer and he gained some fame for his debut novel.
3,charlotte,ante_gendered_female,she,charlotte is a writer and she gained some fame for her debut novel.
3,charlotte,ante_gendered_female,they,charlotte is a writer and they gained some fame for their debut novel.
3,charlotte,ante_gendered_female,xe,charlotte is a writer and xe gained some fame for xir debut novel.
3,charlotte,ante_gendered_female,ey,charlotte is a writer and ey gained some fame for eir debut novel.
3,charlotte,ante_gendered_female,fae,charlotte is a writer and fae gained some fame for faer debut novel.
3,amelia,ante_gendered_female,he,amelia is a writer and he gained some fame for his debut novel.
3,amelia,ante_gendered_female,she,amelia is a writer and she gained some fame for her debut novel.
3,amelia,ante_gendered_female,they,amelia is a writer and they gained some fame for their debut novel.
3,amelia,ante_gendered_female,xe,amelia is a writer and xe gained some fame for xir debut novel.
3,amelia,ante_gendered_female,ey,amelia is a writer and ey gained some fame for eir debut novel.
3,amelia,ante_gendered_female,fae,amelia is a writer and fae gained some fame for faer debut novel.
3,ava,ante_gendered_female,he,ava is a writer and he gained some fame for his debut novel.
3,ava,ante_gendered_female,she,ava is a writer and she gained some fame for her debut novel.
3,ava,ante_gendered_female,they,ava is a writer and they gained some fame for their debut novel.
3,ava,ante_gendered_female,xe,ava is a writer and xe gained some fame for xir debut novel.
3,ava,ante_gendered_female,ey,ava is a writer and ey gained some fame for eir debut novel.
3,ava,ante_gendered_female,fae,ava is a writer and fae gained some fame for faer debut novel.
3,sophia,ante_gendered_female,he,sophia is a writer and he gained some fame for his debut novel.
3,sophia,ante_gendered_female,she,sophia is a writer and she gained some fame for her debut novel.
3,sophia,ante_gendered_female,they,sophia is a writer and they gained some fame for their debut novel.
3,sophia,ante_gendered_female,xe,sophia is a writer and xe gained some fame for xir debut novel.
3,sophia,ante_gendered_female,ey,sophia is a writer and ey gained some fame for eir debut novel.
3,sophia,ante_gendered_female,fae,sophia is a writer and fae gained some fame for faer debut novel.
3,isabella,ante_gendered_female,he,isabella is a writer and he gained some fame for his debut novel.
3,isabella,ante_gendered_female,she,isabella is a writer and she gained some fame for her debut novel.
3,isabella,ante_gendered_female,they,isabella is a writer and they gained some fame for their debut novel.
3,isabella,ante_gendered_female,xe,isabella is a writer and xe gained some fame for xir debut novel.
3,isabella,ante_gendered_female,ey,isabella is a writer and ey gained some fame for eir debut novel.
3,isabella,ante_gendered_female,fae,isabella is a writer and fae gained some fame for faer debut novel.
3,mia,ante_gendered_female,he,mia is a writer and he gained some fame for his debut novel.
3,mia,ante_gendered_female,she,mia is a writer and she gained some fame for her debut novel.
3,mia,ante_gendered_female,they,mia is a writer and they gained some fame for their debut novel.
3,mia,ante_gendered_female,xe,mia is a writer and xe gained some fame for xir debut novel.
3,mia,ante_gendered_female,ey,mia is a writer and ey gained some fame for eir debut novel.
3,mia,ante_gendered_female,fae,mia is a writer and fae gained some fame for faer debut novel.
